brand	Format	Farbe	Verpackungseinheit	Papierstaerke	price	prediction
Canon	DIN A4 (210 x 297 mm)	unknown	20	106	6.0740333	4.837304592132568
Mondi	DIN A3 (297 x 420 mm)	weiss	250	250	24.851212	18.310815811157227
Lyreco	DIN A4 (210 x 297 mm)	gruen	500	80	5.185716	5.986202239990234
Clairefontaine	DIN A3 (297 x 420 mm)	blau	250	160	13.536038000000001	16.529449462890625
HP	DIN A3 (297 x 420 mm)	weiss	20	300	49.876205	30.05303955078125
Mondi	DIN A3 (297 x 420 mm)	weiss	250	200	22.444996	21.76975440979004
Lyreco	DIN A4 (210 x 297 mm)	orange	250	160	8.246667	7.427460670471191
Mondi	DIN A3 (297 x 420 mm)	weiss	500	120	20.054192	24.104543685913086
Igepa	DIN A4 (210 x 297 mm)	hellgrau	250	90	11.043434	5.787074089050293
Sigel	DIN A4 (210 x 297 mm)	unknown	50	260	48.565746000000004	19.251428604125977
Igepa	DIN A2 (420 x 594 mm)	kanariengelb	500	80	57.59105699999999	45.362648010253906
Igepa	DIN A4 (210 x 297 mm)	weiss	125	250	9.153786	8.96766471862793
Portucel Soporcel	DIN A4 (210 x 297 mm)	gruen	500	80	7.210833	4.447338581085205
Clairefontaine	unknown	weiss	500	100	17.761497	13.471831321716309
Staples	DIN A4 (210 x 297 mm)	gelb	250	160	6.188046	5.455183982849121
Avery Zweckform	DIN A4 (210 x 297 mm)	weiss	500	80	9.582398	3.245638847351074
Staples	DIN A4 (210 x 297 mm)	rosa	250	120	4.3089786	5.6825361251831055
Xerox	DIN SRA3 (320 x 450 mm)	weiss	500	115	25.25208	25.88011360168457
Igepa	DIN A4 (210 x 297 mm)	gruen	500	80	15.222192999999999	8.563576698303223
Brunnen Baier & Schneider	unknown	unknown	unknown	unknown	3.36	3.356055736541748
Inapa	unknown	unknown	unknown	unknown	5.162025	23.518789291381836
Carl Berberich	DIN A4 (210 x 297 mm)	gruen	250	160	12.449999	10.625096321105957
Staples	DIN A4 (210 x 297 mm)	blau	250	160	5.421417	5.460788726806641
Brunnen Baier & Schneider	DIN A4 (210 x 297 mm)	hellgelb	50	80	2.1083336	1.7451860904693604
Papyrus	DIN A4 (210 x 297 mm)	rosa	500	80	6.673377	14.2134370803833
Unbekannt	DIN A4 (210 x 297 mm)	weiss	500	75	2.6899998	4.044686794281006
Lyreco	DIN A4 (210 x 297 mm)	elfenbein	500	80	5.7138480000000005	5.413298606872559
Brunnen Baier & Schneider	unknown	unknown	unknown	unknown	3.36	3.356055736541748
HP	DIN A4 (210 x 297 mm)	unknown	500	80	3.9600003	11.2333345413208
Portucel Soporcel	DIN A4 (210 x 297 mm)	weiss	250	80	2.9554784	4.031313896179199
Clairefontaine	unknown	gruen	250	120	6.523534	9.787217140197754
Clairefontaine	DIN A4 (210 x 297 mm)	unknown	500	80	5.2797427	5.415313720703125
Mondi	DIN A3 (297 x 420 mm)	weiss	500	90	17.672	15.54338264465332
Inapa	DIN A3 (297 x 420 mm)	weiss	2500	80	23.572893	26.67667579650879
Papyrus	DIN A4 (210 x 297 mm)	lachs	500	80	12.933387	8.451089859008789
Unbekannt	DIN A3 (297 x 420 mm)	orange	500	80	17.807175	16.90812110900879
Mondi	DIN A4 (210 x 297 mm)	wasserblau	250	160	7.0431046	7.328176975250244
Papyrus	DIN A3 (297 x 420 mm)	weiss	500	80	7.640009	10.327757835388184
Clairefontaine	DIN A4 (210 x 297 mm)	grau	250	160	5.26375	7.595412731170654
Lyreco	DIN A3 (297 x 420 mm)	weiss	500	80	6.174999	7.034185409545898
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	250	160	13.467398000000001	15.91613483428955
Clairefontaine	DIN A4 (210 x 297 mm)	goldgelb	500	80	5.3662505	8.296303749084473
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	500	100	11.197447	21.54218101501465
Double A	DIN A3 (297 x 420 mm)	weiss	500	70	5.3616843	9.230399131774902
Clairefontaine	DIN A3 (297 x 420 mm)	himmelblau	500	80	9.250001	15.5293550491333
Unbekannt	DIN A4 (210 x 297 mm)	gelb	250	160	9.719028	9.476059913635254
Mondi	DIN A4 (210 x 297 mm)	vanille	500	80	6.486799700000001	5.76151180267334
Xerox	DIN A3 (297 x 420 mm)	weiss	250	280	24.960832999999997	15.720101356506348
Yes	DIN A3 (297 x 420 mm)	weiss	500	80	20.964167	9.03736400604248
Staples	DIN A4 (210 x 297 mm)	chamois	500	80	4.749891000000001	106.18551635742188
SAVE!	DIN A4 (210 x 297 mm)	weiss	100000	65	2.3480957	446.8555908203125
Mondi	DIN A3 (297 x 420 mm)	weiss	500	120	17.9525	24.104543685913086
Clairefontaine	DIN A4 (210 x 297 mm)	gelb	50	unknown	5.1422024	4.787278175354004
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	125	350	6.3300834	8.557760238647461
Xerox	DIN A4 (210 x 297 mm)	weiss	500	80	3.884011	8.387626647949219
IBA Hartmann	DIN A5 (148 x 210 mm)	kanariengelb	500	80	6.1200004	8.182822227478027
Mondi	DIN A4 (210 x 297 mm)	rot	500	160	7.408703	8.750606536865234
Rainbow	DIN A3 (297 x 420 mm)	rot	250	160	19.67042	6.375231742858887
Mondi	DIN A3 (297 x 420 mm)	weiss	500	80	8.845239	9.529922485351562
Océ	DIN A4 (210 x 297 mm)	gelb	500	80	3.1611109	5.8992509841918945
Clairefontaine	DIN A4 (210 x 297 mm)	rot	50	120	5.131889299999999	5.892392158508301
Xerox	DIN A3 (297 x 420 mm)	weiss	125	250	15.065833	20.01487922668457
Data Copy	DIN A3 (297 x 420 mm)	weiss	500	100	14.100949	13.017992973327637
Papier Union	unknown	beige	100	90	20.134498999999998	2.579897403717041
Unbekannt	DIN A4 (210 x 297 mm)	creme	250	120	6.5112309999999995	8.030096054077148
Double A	DIN A4 (210 x 297 mm)	weiss	100000	75	520.307	267.0439147949219
Sky	DIN A4 (210 x 297 mm)	weiss	500	80	4.1222363	47.669960021972656
Unbekannt	unknown	weiss	500	80	2.3366666	5.794733047485352
Igepa	unknown	unknown	500	80	3.2181792000000002	23.230552673339844
Steinbeis Papier	DIN A3 (297 x 420 mm)	weiss	500	80	6.3165746	9.509997367858887
Clairefontaine	DIN A4 (210 x 297 mm)	gruen	500	100	8.094613	8.61086654663086
HP	DIN A4 (210 x 297 mm)	weiss	50	180	16.885044	10.66332721710205
Arjowiggins	unknown	rotorange	100	240	12.902247000000001	27.80670738220215
Papyrus	DIN A4 (210 x 297 mm)	neongruen	100	80	3.3215550000000005	6.016910552978516
CreativPapier	DIN A4 (210 x 297 mm)	naturweiss	250	90	14.765835999999998	21.1317138671875
Xerox	DIN A4 (210 x 297 mm)	weiss	2500	75	19.187914000000003	9.306784629821777
Clairefontaine	DIN A3 (297 x 420 mm)	gruen	250	160	13.694166000000001	21.403032302856445
Papier Union	unknown	unknown	100	320	34.022648	39.796722412109375
Brunnen Baier & Schneider	DIN A4 (210 x 297 mm)	grau	35	120	3.6258334999999997	2.8125815391540527
Clairefontaine	unknown	blau	250	160	43.41362	17.6959171295166
Brunnen Baier & Schneider	DIN A4 (210 x 297 mm)	gelb	25	160	2.2133334	2.0788490772247314
Mondi	DIN A4 (210 x 297 mm)	weiss	500	120	9.792057000000002	9.31383228302002
Unbekannt	DIN A3 (297 x 420 mm)	rosa	500	80	15.006756	26.56465721130371
Papyrus	DIN A4 (210 x 297 mm)	weiss	500	80	7.045227499999999	7.290247440338135
Mondi	DIN A3 (297 x 420 mm)	weiss	250	160	13.462543	16.26463508605957
HP	DIN A3 (297 x 420 mm)	weiss	125	250	10.667487	15.908470153808594
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	125	250	10.748752	12.300492286682129
Schaefer Group	DIN A3 (297 x 420 mm)	weiss	500	unknown	8.624379	6.905539512634277
Corona	DIN A4 (210 x 297 mm)	weiss	500	75	3.6669078	2.6947431564331055
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	250	170	13.514166000000001	17.584012985229492
Clairefontaine	DIN A4 (210 x 297 mm)	orange	500	80	17.50594	6.551996231079102
Staples	DIN A4 (210 x 297 mm)	elfenbein	500	80	4.9104877	85.30175018310547
Portucel Soporcel	unknown	weiss	500	100	6.2444906	10.003310203552246
Papyrus	DIN A4 (210 x 297 mm)	unknown	500	80	3.7714199999999996	10.003700256347656
Clairefontaine	unknown	orange	250	160	16.816264999999998	13.339261054992676
Unbekannt	DIN A3 (297 x 420 mm)	unknown	250	120	14.902304	9.334089279174805
Data Copy	DIN A3 (297 x 420 mm)	weiss	500	90	9.590537	12.543488502502441
Soennecken	DIN A4 (210 x 297 mm)	mittelorange	500	80	5.7879596	5.2466888427734375
Papyrus	DIN A4 (210 x 297 mm)	orange	250	120	5.491667	6.844597339630127
Corona	DIN A4 (210 x 297 mm)	unknown	500	80	7.670866499999999	6.005307197570801
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	250	250	12.23125	6.125617980957031
Papier Union	unknown	perlgrau	100	90	2.4199996	10.620096206665039
Papier Union	unknown	perlgrau	100	90	20.1395	10.620096206665039
