brand	Format	Farbe	Verpackungseinheit	Papierstaerke	price	prediction
Canon	DIN A4 (210 x 297 mm)	unknown	20	106	6.0740333	3.1701977252960205
Mondi	DIN A3 (297 x 420 mm)	weiss	250	250	24.851212	24.894731521606445
Lyreco	DIN A4 (210 x 297 mm)	gruen	500	80	5.185716	7.636571407318115
Clairefontaine	DIN A3 (297 x 420 mm)	blau	250	160	13.536038000000001	16.902179718017578
HP	DIN A3 (297 x 420 mm)	weiss	20	300	49.876205	33.466590881347656
Mondi	DIN A3 (297 x 420 mm)	weiss	250	200	22.444996	21.804594039916992
Lyreco	DIN A4 (210 x 297 mm)	orange	250	160	8.246667	6.372175693511963
Mondi	DIN A3 (297 x 420 mm)	weiss	500	120	20.054192	23.985383987426758
Igepa	DIN A4 (210 x 297 mm)	hellgrau	250	90	11.043434	7.025953769683838
Sigel	DIN A4 (210 x 297 mm)	unknown	50	260	48.565746000000004	27.58391761779785
Igepa	DIN A2 (420 x 594 mm)	kanariengelb	500	80	57.59105699999999	44.09660339355469
Igepa	DIN A4 (210 x 297 mm)	weiss	125	250	9.153786	8.89384651184082
Portucel Soporcel	DIN A4 (210 x 297 mm)	gruen	500	80	7.210833	7.945023536682129
Clairefontaine	unknown	weiss	500	100	17.761497	13.8336820602417
Staples	DIN A4 (210 x 297 mm)	gelb	250	160	6.188046	5.610053062438965
Avery Zweckform	DIN A4 (210 x 297 mm)	weiss	500	80	9.582398	3.75698184967041
Staples	DIN A4 (210 x 297 mm)	rosa	250	120	4.3089786	4.755435943603516
Xerox	DIN SRA3 (320 x 450 mm)	weiss	500	115	25.25208	27.461660385131836
Igepa	DIN A4 (210 x 297 mm)	gruen	500	80	15.222192999999999	5.691627502441406
Brunnen Baier & Schneider	unknown	unknown	unknown	unknown	3.36	3.453138828277588
Inapa	unknown	unknown	unknown	unknown	5.162025	35.86001205444336
Carl Berberich	DIN A4 (210 x 297 mm)	gruen	250	160	12.449999	10.330469131469727
Staples	DIN A4 (210 x 297 mm)	blau	250	160	5.421417	5.560725212097168
Brunnen Baier & Schneider	DIN A4 (210 x 297 mm)	hellgelb	50	80	2.1083336	2.168026924133301
Papyrus	DIN A4 (210 x 297 mm)	rosa	500	80	6.673377	12.949965476989746
Unbekannt	DIN A4 (210 x 297 mm)	weiss	500	75	2.6899998	4.349697113037109
Lyreco	DIN A4 (210 x 297 mm)	elfenbein	500	80	5.7138480000000005	7.1879987716674805
Brunnen Baier & Schneider	unknown	unknown	unknown	unknown	3.36	3.453138828277588
HP	DIN A4 (210 x 297 mm)	unknown	500	80	3.9600003	16.313194274902344
Portucel Soporcel	DIN A4 (210 x 297 mm)	weiss	250	80	2.9554784	3.8000056743621826
Clairefontaine	unknown	gruen	250	120	6.523534	7.963913917541504
Clairefontaine	DIN A4 (210 x 297 mm)	unknown	500	80	5.2797427	5.544383525848389
Mondi	DIN A3 (297 x 420 mm)	weiss	500	90	17.672	15.929388046264648
Inapa	DIN A3 (297 x 420 mm)	weiss	2500	80	23.572893	14.770790100097656
Papyrus	DIN A4 (210 x 297 mm)	lachs	500	80	12.933387	7.396522045135498
Unbekannt	DIN A3 (297 x 420 mm)	orange	500	80	17.807175	13.152434349060059
Mondi	DIN A4 (210 x 297 mm)	wasserblau	250	160	7.0431046	7.428657054901123
Papyrus	DIN A3 (297 x 420 mm)	weiss	500	80	7.640009	10.576297760009766
Clairefontaine	DIN A4 (210 x 297 mm)	grau	250	160	5.26375	7.865314483642578
Lyreco	DIN A3 (297 x 420 mm)	weiss	500	80	6.174999	7.11012601852417
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	250	160	13.467398000000001	16.160947799682617
Clairefontaine	DIN A4 (210 x 297 mm)	goldgelb	500	80	5.3662505	6.565009593963623
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	500	100	11.197447	21.95139503479004
Double A	DIN A3 (297 x 420 mm)	weiss	500	70	5.3616843	11.251235961914062
Clairefontaine	DIN A3 (297 x 420 mm)	himmelblau	500	80	9.250001	14.914224624633789
Unbekannt	DIN A4 (210 x 297 mm)	gelb	250	160	9.719028	9.94713306427002
Mondi	DIN A4 (210 x 297 mm)	vanille	500	80	6.486799700000001	8.147212982177734
Xerox	DIN A3 (297 x 420 mm)	weiss	250	280	24.960832999999997	14.160557746887207
Yes	DIN A3 (297 x 420 mm)	weiss	500	80	20.964167	9.163092613220215
Staples	DIN A4 (210 x 297 mm)	chamois	500	80	4.749891000000001	89.81997680664062
SAVE!	DIN A4 (210 x 297 mm)	weiss	100000	65	2.3480957	469.8970031738281
Mondi	DIN A3 (297 x 420 mm)	weiss	500	120	17.9525	23.985383987426758
Clairefontaine	DIN A4 (210 x 297 mm)	gelb	50	unknown	5.1422024	3.5731449127197266
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	125	350	6.3300834	8.678572654724121
Xerox	DIN A4 (210 x 297 mm)	weiss	500	80	3.884011	9.077500343322754
IBA Hartmann	DIN A5 (148 x 210 mm)	kanariengelb	500	80	6.1200004	6.062337398529053
Mondi	DIN A4 (210 x 297 mm)	rot	500	160	7.408703	8.158812522888184
Rainbow	DIN A3 (297 x 420 mm)	rot	250	160	19.67042	12.748355865478516
Mondi	DIN A3 (297 x 420 mm)	weiss	500	80	8.845239	10.035004615783691
Océ	DIN A4 (210 x 297 mm)	gelb	500	80	3.1611109	5.508126735687256
Clairefontaine	DIN A4 (210 x 297 mm)	rot	50	120	5.131889299999999	5.456660747528076
Xerox	DIN A3 (297 x 420 mm)	weiss	125	250	15.065833	16.908519744873047
Data Copy	DIN A3 (297 x 420 mm)	weiss	500	100	14.100949	13.926466941833496
Papier Union	unknown	beige	100	90	20.134498999999998	3.0495986938476562
Unbekannt	DIN A4 (210 x 297 mm)	creme	250	120	6.5112309999999995	11.008180618286133
Double A	DIN A4 (210 x 297 mm)	weiss	100000	75	520.307	235.04051208496094
Sky	DIN A4 (210 x 297 mm)	weiss	500	80	4.1222363	27.261362075805664
Unbekannt	unknown	weiss	500	80	2.3366666	6.001128196716309
Igepa	unknown	unknown	500	80	3.2181792000000002	27.31889533996582
Steinbeis Papier	DIN A3 (297 x 420 mm)	weiss	500	80	6.3165746	9.873577117919922
Clairefontaine	DIN A4 (210 x 297 mm)	gruen	500	100	8.094613	8.936946868896484
HP	DIN A4 (210 x 297 mm)	weiss	50	180	16.885044	21.26302719116211
Arjowiggins	unknown	rotorange	100	240	12.902247000000001	28.806638717651367
Papyrus	DIN A4 (210 x 297 mm)	neongruen	100	80	3.3215550000000005	6.439836502075195
CreativPapier	DIN A4 (210 x 297 mm)	naturweiss	250	90	14.765835999999998	22.163963317871094
Xerox	DIN A4 (210 x 297 mm)	weiss	2500	75	19.187914000000003	9.20865249633789
Clairefontaine	DIN A3 (297 x 420 mm)	gruen	250	160	13.694166000000001	21.763893127441406
Papier Union	unknown	unknown	100	320	34.022648	40.86513900756836
Brunnen Baier & Schneider	DIN A4 (210 x 297 mm)	grau	35	120	3.6258334999999997	3.5769169330596924
Clairefontaine	unknown	blau	250	160	43.41362	18.092147827148438
Brunnen Baier & Schneider	DIN A4 (210 x 297 mm)	gelb	25	160	2.2133334	2.211214065551758
Mondi	DIN A4 (210 x 297 mm)	weiss	500	120	9.792057000000002	9.421005249023438
Unbekannt	DIN A3 (297 x 420 mm)	rosa	500	80	15.006756	21.777667999267578
Papyrus	DIN A4 (210 x 297 mm)	weiss	500	80	7.045227499999999	7.372062683105469
Mondi	DIN A3 (297 x 420 mm)	weiss	250	160	13.462543	16.48631477355957
HP	DIN A3 (297 x 420 mm)	weiss	125	250	10.667487	16.434471130371094
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	125	250	10.748752	12.467608451843262
Schaefer Group	DIN A3 (297 x 420 mm)	weiss	500	unknown	8.624379	7.230194091796875
Corona	DIN A4 (210 x 297 mm)	weiss	500	75	3.6669078	2.6503562927246094
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	250	170	13.514166000000001	15.393930435180664
Clairefontaine	DIN A4 (210 x 297 mm)	orange	500	80	17.50594	6.649278163909912
Staples	DIN A4 (210 x 297 mm)	elfenbein	500	80	4.9104877	63.9276123046875
Portucel Soporcel	unknown	weiss	500	100	6.2444906	9.938525199890137
Papyrus	DIN A4 (210 x 297 mm)	unknown	500	80	3.7714199999999996	10.69826889038086
Clairefontaine	unknown	orange	250	160	16.816264999999998	13.727187156677246
Unbekannt	DIN A3 (297 x 420 mm)	unknown	250	120	14.902304	11.142481803894043
Data Copy	DIN A3 (297 x 420 mm)	weiss	500	90	9.590537	12.812039375305176
Soennecken	DIN A4 (210 x 297 mm)	mittelorange	500	80	5.7879596	6.156454563140869
Papyrus	DIN A4 (210 x 297 mm)	orange	250	120	5.491667	7.399590015411377
Corona	DIN A4 (210 x 297 mm)	unknown	500	80	7.670866499999999	6.235773086547852
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	250	250	12.23125	6.400208950042725
Papier Union	unknown	perlgrau	100	90	2.4199996	10.768464088439941
Papier Union	unknown	perlgrau	100	90	20.1395	10.768464088439941
