set_id,price,brand,Format,Farbe,Verpackungseinheit,Papierstaerke
9848263,3.80875,Image,DIN A4 (210 x 297 mm),weiss,500,80
8885837,19.997448,Clairefontaine,DIN A4 (210 x 297 mm),blau,1000,160
9681674,11.712292,Clairefontaine,DIN A4 (210 x 297 mm),gelb,250,210
6377373,20.601559,Avery Zweckform,DIN A4 (210 x 297 mm),weiss,150,120
10590880,24.842253,Papier Union,DIN A4 (210 x 297 mm),blauviolett,unknown,320
3675543,23.870533,Papyrus,DIN A4 (210 x 297 mm),weiss,5000,80
14563408,7.352879,Mondi,DIN A4 (210 x 297 mm),weiss,250,160
16139712,4.6270833,Clairefontaine,DIN A4 (210 x 297 mm),weiss,250,160
5842379,4.8934984,Inacopia,DIN A4 (210 x 297 mm),unknown,500,80
6754367,6.514,Mondi,DIN A4 (210 x 297 mm),hochweiss,250,120
13337243,4.6541667,Clairefontaine,DIN A4 (210 x 297 mm),rosa,500,80
9453995,11.596249,Xerox,unknown,weiss,500,80
10372117,14.985466,Unbekannt,DIN A4 (210 x 297 mm),weiss,2500,80
12793269,10.3220825,Clairefontaine,DIN A3 (297 x 420 mm),gruen,500,80
10590876,12.897502,Papier Union,DIN A5 (148 x 210 mm),blauviolett,unknown,320
13228986,31.173334,Xerox,DIN A3 (297 x 420 mm),weiss,250,250
4726659,6.4185295,HP,DIN A4 (210 x 297 mm),weiss,25,200
12107547,9.566667,Image,DIN A4 (210 x 297 mm),weiss,125,300
810393,5.377999,Arjowiggins,unknown,beige,100,120
8274986,16.380497,Mondi,DIN A3 (297 x 420 mm),weiss,500,100
8194345,26.382116,REY,DIN A3 (297 x 420 mm),weiss,2500,75
6792633,17.79644,HP,DIN A4 (210 x 297 mm),weiss,100,200
3765531,159.88744,Igepa,DIN A4 (210 x 297 mm),gruen,100000,75
13306954,4.7883334,Clairefontaine,DIN A4 (210 x 297 mm),lachs,500,80
6962439,9.41931,Mondi,DIN A4 (210 x 297 mm),weiss,500,100
2908773,6.2763143,Clairefontaine,DIN A4 (210 x 297 mm),weiss,500,80
1602048,8.67347,Mondi,DIN A4 (210 x 297 mm),weiss,250,200
813431,9.9557705,Papyrus,DIN A3 (297 x 420 mm),weiss,500,80
3640853,20.130707,Mondi,DIN A3 (297 x 420 mm),weiss,500,100
11740470,4.28625,Elco,DIN A4 (210 x 297 mm),blau,100,80
4142552,4.5262465,Igepa,DIN A4 (210 x 297 mm),weiss,500,80
12149335,8.64,Clairefontaine,DIN A4 (210 x 297 mm),hellgelb,500,80
8972762,11.956123,Clairefontaine,DIN A3 (297 x 420 mm),weiss,500,90
12676096,5.1280007,TOP-Preis,DIN A4 (210 x 297 mm),eisblau,250,120
5478622,39.083466,Clairefontaine,DIN A4 (210 x 297 mm),gelb,1000,160
3976732,5.9679985,Staples,DIN A4 (210 x 297 mm),weiss,25,190
6837238,11.608347,Clairefontaine,DIN A3 (297 x 420 mm),unknown,500,80
6551246,3.2152216,HP,DIN A4 (210 x 297 mm),weiss,500,80
10590857,12.883252,Papier Union,unknown,braun,100,320
573605,7.705115,Papyrus,DIN A4 (210 x 297 mm),blau,250,160
8107089,9.437751,Arjowiggins,unknown,beige,100,90
14648051,6.0334086,Papyrus,DIN A4 (210 x 297 mm),weiss,500,90
12107533,8.985833,Image,DIN A4 (210 x 297 mm),weiss,125,280
2464953,9.214318,Staples,DIN A4 (210 x 297 mm),orange,500,80
13494092,5.727141,Rainbow,DIN A4 (210 x 297 mm),weiss,250,120
2644192,4.5168114,Clairefontaine,DIN A4 (210 x 297 mm),gruen,100,80
15301361,4.772536,Staples,DIN A4 (210 x 297 mm),gold,500,80
12812095,4.7745404,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
5298610,10.98106,Xerox,DIN A3 (297 x 420 mm),weiss,250,160
8831136,3.3719997,Papier Union,unknown,californiablau,100,120
13486455,1.8043901,Staufen,DIN A4 (210 x 297 mm),weiss,100,80
4396408,10.361154,Unbekannt,DIN A3 (297 x 420 mm),weiss,500,80
13994430,479.42822,Papyrus,DIN A3 (297 x 420 mm),weiss,50000,80
10766830,8.849999,Clairefontaine,DIN A3 (297 x 420 mm),gruen,500,80
11497926,5.5196376,Clairefontaine,DIN A4 (210 x 297 mm),rosa,500,80
6990534,3.1173334,Mondi,DIN A4 (210 x 297 mm),unknown,500,70
7402234,8.994665,Clairefontaine,DIN SRA3 (320 x 450 mm),weiss,250,120
4229780,14.040498,Sigel,DIN A4 (210 x 297 mm),weiss,50,200
7570673,2.7171085,Xerox,unknown,weiss,500,80
15892533,18.494417,Inacopia,DIN A4 (210 x 297 mm),hochweiss,2500,80
16125940,11.631751,Clairefontaine,DIN A3 (297 x 420 mm),hellgelb,500,80
62499,6.1127706,Steinbeis Papier,DIN A4 (210 x 297 mm),gruen,500,80
10451869,10.2979145,Mondi,DIN A4 (210 x 297 mm),weiss,250,160
8254543,29.424168,Mondi,DIN A4 (210 x 297 mm),weiss,2500,90
12776726,0.25777778,Clairefontaine,DIN A3 (297 x 420 mm),unknown,250,120
524614,4.49,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
15930456,18.25095,Xerox,unknown,weiss,500,100
10591370,36.02235,Papier Union,DIN A4 (210 x 297 mm),blauviolett,unknown,400
2903960,4.47257,Clairefontaine,DIN A4 (210 x 297 mm),weiss,125,250
6281185,8.616668,Unbekannt,DIN A4 (210 x 297 mm),gelb,250,160
1425916,4.69525,Papyrus,DIN A4 (210 x 297 mm),weiss,250,120
3392636,3.2333403,Optibelt,DIN A4 (210 x 297 mm),weiss,20,100
13766341,4.0316663,Inapa,DIN A4 (210 x 297 mm),weiss,500,80
8463934,9.5125,Clairefontaine,DIN A3 (297 x 420 mm),himbeerrot,500,80
10366281,130.07431,Igepa,DIN A1 (594 x 841 mm),creme,500,80
3476795,29.642502,Xerox,DIN A3 (297 x 420 mm),weiss,250,250
3278989,5.593443,Papyrus,DIN A4 (210 x 297 mm),violett,250,120
8739698,28.890352,Sigel,DIN A4 (210 x 297 mm),unknown,50,190
15921509,5.822251,Arjowiggins,unknown,goldgelb,100,120
9425095,5.691,Igepa,DIN A4 (210 x 297 mm),gelb,250,120
8616747,17.225416,Unbekannt,DIN A3 (297 x 420 mm),creme,500,80
15928136,4.1024995,Arjowiggins,unknown,weiss,100,90
2966634,12.428466,Image,DIN A4 (210 x 297 mm),weiss,250,160
10470161,6.6054993,Papier Union,unknown,californiablau,100,240
6818963,9.114836,Mondi,DIN A3 (297 x 420 mm),weiss,500,80
1240277,31.006845,Xerox,DIN A4 (210 x 297 mm),weiss,500,90
12361900,82.4865,HP,unknown,weiss,unknown,125
8344569,8.715263,Xerox,unknown,unknown,unknown,unknown
10881403,9.326667,Clairefontaine,DIN A3 (297 x 420 mm),weiss,500,80
2677915,7.9045,RecyStar,DIN A4 (210 x 297 mm),gelb,250,160
4835359,4.347388,Staples,DIN A4 (210 x 297 mm),gelb,250,120
10269957,108.16482,Papier Union,unknown,unknown,100,320
6890230,21.792099,Metsae,DIN A4 (210 x 297 mm),weiss,500,80
12839975,4.7954164,Clairefontaine,DIN A4 (210 x 297 mm),himmelblau,500,80
3000231,27.63721,Igepa,DIN A3 (297 x 420 mm),hellgruen,250,120
12927359,5.0306582,Papyrus,DIN A4 (210 x 297 mm),chamois,250,120
8825322,6.6144996,Papier Union,unknown,zitronengelb,100,240
3511671,9.240001,Clairefontaine,DIN A3 (297 x 420 mm),rosa,500,80
5558836,19.375263,Clairefontaine,DIN A4 (210 x 297 mm),mandarine,2500,80
2664602,8.255001,Lyreco,DIN A4 (210 x 297 mm),blau,250,160
7495671,3.1315002,Papier Union,unknown,weiss,100,120
11332369,24.641668,Xerox,DIN A3 (297 x 420 mm),weiss,250,200
8204262,11.428126,Clairefontaine,unknown,violett,500,80
2724782,11.598751,Xerox,DIN A4 (210 x 297 mm),weiss,250,200
7773372,13.331936,Clairefontaine,DIN A3 (297 x 420 mm),weiss,500,90
4381371,8.869999,Mayer-Kuvert-network,DIN A4 (210 x 297 mm),rot,250,80
5276402,81.80334,CreativPapier,DIN A4 (210 x 297 mm),weiss,500,100
11613480,12.715023,Clairefontaine,DIN A3 (297 x 420 mm),orange,250,160
7146458,14.317425,Clairefontaine,unknown,blau,500,80
12975856,6.2028584,Lyreco,DIN A4 (210 x 297 mm),lachs,500,80
14508686,14.896032,Clairefontaine,unknown,blau,250,120
2013683,19.276789,HP,DIN A4 (210 x 297 mm),weiss,2500,80
10470166,38.079426,Papier Union,unknown,californiablau,100,170
4208021,6.637054,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
5759824,6.9953065,Soennecken,DIN A4 (210 x 297 mm),gruen,500,80
12783065,4.6117396,Sihl,unknown,weiss,50,280
11419503,12.937659,Mondi,DIN A3 (297 x 420 mm),vanille,500,80
12512647,6.4604163,Clairefontaine,DIN A4 (210 x 297 mm),rosa,500,100
13496687,14.251158,Clairefontaine,unknown,violett,500,80
3729035,11.069124,Clairefontaine,unknown,gelb,250,120
5185999,1.8746341,Staufen,DIN A4 (210 x 297 mm),creme,35,120
15928108,4.1014996,Arjowiggins,unknown,perlgrau,100,90
5541173,5.993732,Unbekannt,DIN A4 (210 x 297 mm),weiss,250,160
8347666,6.184914,Mondi,DIN A4 (210 x 297 mm),weiss,125,250
2450395,696.83295,5 Star,DIN A4 (210 x 297 mm),weiss,100000,80
13205479,9.879146,Inapa,DIN A3 (297 x 420 mm),unknown,500,80
459091,6.9537444,Igepa,DIN A4 (210 x 297 mm),rosa,unknown,80
2378053,36.319996,Portucel Soporcel,unknown,unknown,unknown,unknown
2909218,14.931498,Mondi,DIN A3 (297 x 420 mm),sonnengelb,500,160
5713606,11.529251,Papier Union,unknown,elfenbein,100,400
12769938,9.045417,Clairefontaine,DIN A3 (297 x 420 mm),rosa,500,80
16054620,6.213334,Discovery,DIN A4 (210 x 297 mm),weiss,500,70
4195893,19.034166,Image,DIN SRA3 (320 x 450 mm),weiss,125,250
10591305,156.25829,Papier Union,unknown,dunkelbraun,100,400
10591304,9.912249,Papier Union,unknown,rosa,100,120
3950194,79.849174,HP,DIN A4 (210 x 297 mm),weiss,2500,80
10591300,5.1292505,Papier Union,unknown,rosa,100,120
10673770,11.2725,Clairefontaine,DIN A3 (297 x 420 mm),weiss,125,280
10138533,4.96625,Xerox,DIN A4 (210 x 297 mm),weiss,500,80
9427681,4.2871428,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
7599484,3.59,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
11275205,5.6527143,Steinbeis Papier,DIN A4 (210 x 297 mm),unknown,500,80
8961256,7.7716665,Elco,DIN A4 (210 x 297 mm),blau,200,80
15053560,3.3193324,Papyrus,DIN A4 (210 x 297 mm),neongelb,100,80
3476777,18.473753,Xerox,DIN A3 (297 x 420 mm),weiss,250,150
16050280,22.50094,Mondi,DIN A3 (297 x 420 mm),weiss,500,90
15790933,7.256057,HP,DIN A4 (210 x 297 mm),weiss,250,200
11624162,6.4503875,Unbekannt,DIN A4 (210 x 297 mm),weiss,250,160
14254617,8.254435,Papyrus,DIN A4 (210 x 297 mm),gelb,250,160
1607787,7.313333,Mondi,DIN A4 (210 x 297 mm),weiss,250,200
1946884,10.224168,Clairefontaine,DIN A3 (297 x 420 mm),violett,250,120
5040803,3.975,Mondi,DIN A4 (210 x 297 mm),weiss,500,80
8321069,25.92,Avery Zweckform,DIN A4 (210 x 297 mm),weiss,25,200
10364492,9.5925,Clairefontaine,DIN A4 (210 x 297 mm),weiss,250,200
166745,18.317104,Mondi,unknown,weiss,750,280
7526441,5.7531753,Clairefontaine,DIN A4 (210 x 297 mm),weiss,500,100
3070040,17.877626,Clairefontaine,unknown,gelb,500,80
13390255,34.69802,Portucel Soporcel,DIN A3 (297 x 420 mm),weiss,2500,90
8060244,9.266251,Clairefontaine,DIN A4 (210 x 297 mm),kanariengelb,250,160
15595224,4.6685705,Igepa,DIN A4 (210 x 297 mm),unknown,500,80
7457445,9.929248,Papier Union,unknown,braun,100,120
3281634,18.660952,Xerox,unknown,weiss,500,100
10435887,3.8122356,Clairefontaine,DIN A4 (210 x 297 mm),clementine,50,160
5117769,15.6413355,Avery Zweckform,DIN A4 (210 x 297 mm),weiss,10,180
13150594,14.503333,Mondi,DIN A3 (297 x 420 mm),weiss,250,135
178719,6.8627343,Freytag & Petersen,DIN A4 (210 x 297 mm),weiss,250,160
911986,1.8790244,Staufen,DIN A4 (210 x 297 mm),blau,35,120
15844076,11.521629,IBA Hartmann,DIN A5 (148 x 210 mm),gelb,1000,80
9604557,4.5637507,Clairefontaine,DIN A4 (210 x 297 mm),violett,100,80
908337,14.869307,Sigel,DIN A4 (210 x 297 mm),weiss,200,160
15252682,1.8760976,Staufen,DIN A4 (210 x 297 mm),blau,25,160
1259748,48.85685,Papier Union,unknown,aqua,100,240
13274028,5.2583337,Clairefontaine,DIN A4 (210 x 297 mm),gruen,250,160
14839156,4.935417,Clairefontaine,DIN A4 (210 x 297 mm),beige,250,160
13309259,4.763333,Clairefontaine,DIN A4 (210 x 297 mm),elfenbein,500,80
14821868,4.603333,Clairefontaine,DIN A4 (210 x 297 mm),beige,500,80
16096431,19.183332,Xerox,DIN A4 (210 x 297 mm),weiss,2500,75
3738772,136.88785,HP,unknown,unknown,unknown,unknown
5835178,2.4199996,Papier Union,unknown,aqua,100,90
3661826,6.7909536,Multicopy,DIN A4 (210 x 297 mm),weiss,500,90
5264495,5.0980244,Balance,DIN A4 (210 x 297 mm),hochweiss,500,80
5713613,48.96857,Papier Union,unknown,elfenbein,100,400
15868014,22.433004,Arjowiggins,unknown,aprikose,100,240
12382094,8.428802,Papyrus,DIN A4 (210 x 297 mm),orange,250,160
14292108,10.765219,Double A,DIN A3 (297 x 420 mm),weiss,500,90
12766853,10.449167,Clairefontaine,DIN A3 (297 x 420 mm),orange,500,80
99705,12.832918,Xerox,DIN A4 (210 x 297 mm),weiss,250,280
5905597,3.5362122,Clairefontaine,DIN A4 (210 x 297 mm),orange,100,80
3256676,10.597188,Canon,unknown,weiss,100,170
6871900,27.46538,Trophée Color,DIN A3 (297 x 420 mm),gelb,500,80
11260961,6.596161,Clairefontaine,DIN A4 (210 x 297 mm),weiss,500,80
16096443,18.240004,Xerox,DIN A4 (210 x 297 mm),weiss,2500,75
6701076,11.716667,Clairefontaine,DIN A4 (210 x 297 mm),rosa,250,210
12846314,11.337916,Image,DIN A4 (210 x 297 mm),weiss,250,200
7470422,4.2870836,Elco,DIN A4 (210 x 297 mm),chamois,100,80
4461912,5.6372213,Staples,DIN A4 (210 x 297 mm),rosa,500,80
1512952,6.7539134,Clairefontaine,DIN A4 (210 x 297 mm),sand,250,120
3476802,14.071251,Xerox,DIN A3 (297 x 420 mm),weiss,125,300
14049240,5.9400744,Xerox,DIN A4 (210 x 297 mm),weiss,250,160
13014725,5.2087493,Clairefontaine,DIN A4 (210 x 297 mm),weiss,250,160
4648681,42.898846,Clairefontaine,DIN A4 (210 x 297 mm),rot,1000,160
15468320,1.8778049,Staufen,DIN A4 (210 x 297 mm),gelb,35,120
15115563,6.6142797,Papyrus,unknown,weiss,250,160
10767236,12.023503,Clairefontaine,unknown,weiss,250,120
1794072,26.260487,Igepa,DIN A3 (297 x 420 mm),chamois,250,120
13627289,6.9916673,Image,DIN A4 (210 x 297 mm),weiss,500,100
12654601,19.961308,Clairefontaine,unknown,gelb,250,120
8830744,3.1242504,Arjowiggins,unknown,aqua,100,120
1037463,130.55,HP,unknown,unknown,unknown,unknown
12942934,12.235502,Clairefontaine,DIN SRA3 (320 x 450 mm),weiss,500,90
8478950,4.0442476,Evolve,DIN A4 (210 x 297 mm),weiss,500,80
7495758,27.005747,Papier Union,unknown,californiablau,100,120
5778105,11.8125,Clairefontaine,DIN A4 (210 x 297 mm),violett,250,210
13320475,3.9716659,Clairefontaine,DIN A4 (210 x 297 mm),elfenbein,250,120
2548252,17.42,Mondi,DIN A4 (210 x 297 mm),weiss,250,200
8837373,8.724776,Portucel Soporcel,DIN A3 (297 x 420 mm),unknown,500,80
1353759,10.41,Avery Zweckform,unknown,unknown,unknown,unknown
4936859,6.7118025,Mondi,DIN A4 (210 x 297 mm),unknown,500,90
12556249,4.412858,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
10483558,8.174197,Papyrus,DIN A3 (297 x 420 mm),unknown,500,80
13341385,4.7658324,Clairefontaine,DIN A4 (210 x 297 mm),gelb,500,80
7495751,4.6460013,Papier Union,unknown,californiablau,100,170
12778570,9.047084,Clairefontaine,DIN A3 (297 x 420 mm),hellblau,500,80
4023924,7.4152093,Unbekannt,DIN A4 (210 x 297 mm),hochweiss,100000,80
507384,3.6080334,Unbekannt,DIN A5 (148 x 210 mm),weiss,500,80
10470230,20.423498,Papier Union,unknown,californiablau,100,90
12503786,4.27265,Papyrus,DIN A4 (210 x 297 mm),weiss,500,90
10368884,6.498889,Portucel Soporcel,DIN A3 (297 x 420 mm),unknown,500,75
6297634,8.029445,Trophee,DIN A4 (210 x 297 mm),unknown,500,80
9539923,2.9476337,Unbekannt,DIN A4 (210 x 297 mm),unknown,500,80
6570330,7.872855,Trophee,DIN A4 (210 x 297 mm),unknown,500,80
7281045,5.774038,Clairefontaine,DIN A4 (210 x 297 mm),weiss,125,300
10767243,8.716999,Clairefontaine,DIN A3 (297 x 420 mm),weiss,250,160
1246465,3.8417792,Clairefontaine,DIN A4 (210 x 297 mm),sand,50,160
5844919,38.065422,Papier Union,unknown,goldgelb,100,170
12777254,9.084583,Clairefontaine,DIN A3 (297 x 420 mm),karamell,500,80
406505,4.906817,Staples,DIN A4 (210 x 297 mm),rosa,250,120
16027834,11.234783,Staples,DIN A3 (297 x 420 mm),rosa,500,80
925732,19.717497,CreativPapier,DIN A4 (210 x 297 mm),weiss,1000,40
12988293,5.2625003,Clairefontaine,DIN A4 (210 x 297 mm),rosa,250,160
15466572,7.244216,TOP-Preis,DIN A4 (210 x 297 mm),gelb,250,120
4515558,19.868887,Mondi,DIN SRA3 (320 x 450 mm),weiss,250,170
8223360,22.413006,Arjowiggins,unknown,vanille,100,240
15877810,4.1977773,Pro Office,DIN A4 (210 x 297 mm),weiss,500,75
10653381,299.29968,Mondi,DIN A3 (297 x 420 mm),weiss,500,80
7162592,4.6233335,Mondi,unknown,unknown,500,80
8223368,22.427254,Arjowiggins,unknown,elfenbein,100,240
18303,41.028496,Mondi,DIN A3 (297 x 420 mm),weiss,250,135
8425666,10.722499,Papyrus,DIN A3 (297 x 420 mm),hellgrau,500,80
8864135,58.897045,Papier Union,unknown,braun,100,170
6897690,4.766548,Clairefontaine,DIN A4 (210 x 297 mm),weiss,250,120
819570,15.876057,Trophée Color,unknown,violett,500,80
16114494,6.953332,Xerox,DIN A3 (297 x 420 mm),weiss,500,75
15823195,6.2730365,Clairefontaine,DIN A4 (210 x 297 mm),blau,250,120
5844933,2.57025,Papier Union,unknown,goldgelb,100,90
1739268,9.582355,Staples,DIN A3 (297 x 420 mm),goldgelb,500,80
15349297,6.700366,Papyrus,DIN A4 (210 x 297 mm),rot,250,120
10621768,6.1575003,Xerox,DIN A4 (210 x 297 mm),unknown,unknown,80
7454366,15.566747,Papier Union,DIN A4 (210 x 297 mm),vanille,unknown,320
10590813,24.852505,Papier Union,unknown,dunkelbraun,100,320
8864125,13.867,Papier Union,unknown,dunkelbraun,100,170
15768167,7.4162836,Staples,DIN A4 (210 x 297 mm),weiss,25,270
8223385,9.437751,Arjowiggins,unknown,vanille,100,90
15978421,4.4808693,Mondi,DIN A4 (210 x 297 mm),weiss,500,80
9296926,11.640001,Clairefontaine,DIN A3 (297 x 420 mm),kamel,500,80
14624837,11.344316,Clairefontaine,unknown,orange,250,160
2060080,8.971381,Avery Zweckform,DIN A4 (210 x 297 mm),weiss,500,90
13339032,4.7866664,Clairefontaine,DIN A4 (210 x 297 mm),grau,500,80
13024183,18.934444,CreativPapier,DIN A3 (297 x 420 mm),weiss,50,120
6843850,32.011475,Freytag & Petersen,DIN A4 (210 x 297 mm),weiss,2000,120
12424313,5.052,HP,DIN A4 (210 x 297 mm),unknown,500,80
1947325,7.6728225,Corona,DIN A4 (210 x 297 mm),unknown,500,80
7046129,17.788723,Unbekannt,unknown,kanariengelb,500,80
3123603,38.322212,Papyrus,DIN A4 (210 x 297 mm),weiss,2500,80
3460429,7.488678,Navigator Papier,DIN A4 (210 x 297 mm),unknown,250,160
7454358,8.053248,Papier Union,DIN A5 (148 x 210 mm),vanille,unknown,320
5559353,12.057325,Portucel Soporcel,DIN A3 (297 x 420 mm),weiss,500,100
11131494,11.698666,Rainbow,unknown,hellblau,500,unknown
12513129,6.4604163,Clairefontaine,DIN A4 (210 x 297 mm),gelb,500,100
6388894,5.1312647,Clairefontaine,DIN A4 (210 x 297 mm),unknown,50,120
7228850,2.6119497,Neutraler Lieferant,DIN A4 (210 x 297 mm),weiss,500,80
6442141,21.323057,Soennecken,DIN A5 (148 x 210 mm),weiss,1000,120
9291251,5.9600005,Papyrus,DIN A4 (210 x 297 mm),grau,250,160
13197266,10.723753,Clairefontaine,DIN A3 (297 x 420 mm),goldgelb,250,120
15868081,22.409754,Arjowiggins,DIN A3 (297 x 420 mm),taubengrau,100,240
12675575,15.642966,Mondi,DIN A3 (297 x 420 mm),unknown,500,90
11728777,4.32475,Papier Union,unknown,hellblau,100,170
9865666,27.074583,Xerox,DIN A3 (297 x 420 mm),weiss,250,300
12446576,6.044664,HP,DIN A4 (210 x 297 mm),weiss,500,90
7141680,7.5748835,Unbekannt,DIN A4 (210 x 297 mm),korallenrot,500,80
4203130,23.624325,Mondi,unknown,weiss,500,100
14413872,38.22219,HP,DIN A3 (297 x 420 mm),unknown,100,120
10708932,17.06752,projectiondesign,DIN A3 (297 x 420 mm),weiss,250,160
3713492,9.75,Steinbeis Papier,DIN A4 (210 x 297 mm),weiss,500,80
1100351,10.76301,Clairefontaine,unknown,gelb,500,80
412303,8.905502,Arjowiggins,unknown,ziegelrot,100,170
2540365,7.0216985,Igepa,DIN A4 (210 x 297 mm),weiss,500,70
8921188,9.6387825,Multicopy,DIN A3 (297 x 420 mm),weiss,500,80
4600660,7.5224338,Mondi,DIN A4 (210 x 297 mm),gruen,500,80
14987187,2.9299996,Data Copy,DIN A5 (148 x 210 mm),weiss,500,80
398439,10.245467,Mondi,DIN A3 (297 x 420 mm),weiss,500,80
14722135,9.633858,Staples,DIN A3 (297 x 420 mm),mittelblau,500,80
1684700,9.749175,Mondi,unknown,wasserblau,250,160
13990131,2.6517463,Clairefontaine,DIN A4 (210 x 297 mm),blau,100,80
8980321,14.620885,Avery Zweckform,DIN A4 (210 x 297 mm),weiss,100,200
14624817,5.6856523,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
9925768,4.4927664,Optibelt,DIN A4 (210 x 297 mm),rot,25,120
12349484,2.8516667,Herlitz,DIN A4 (210 x 297 mm),unknown,100,80
225331,23.44985,Avery Zweckform,DIN A4 (210 x 297 mm),weiss,60,160
12783973,10.449167,Clairefontaine,DIN A3 (297 x 420 mm),korallenrot,500,80
15270500,3.8133333,Sigel,unknown,weiss,4,200
11051961,5.8547945,Clairefontaine,unknown,blau,250,120
1151095,11.069167,Xerox,DIN A3 (297 x 420 mm),unknown,250,120
13410384,12.164167,UPM,DIN A3 (297 x 420 mm),weiss,500,75
13875403,12.391251,Yes,DIN A3 (297 x 420 mm),weiss,500,80
571018,6.959412,Sigel,unknown,weiss,4,260
12863692,1272.1844,Rainbow,DIN A5 (148 x 210 mm),blau,200000,80
14200017,10.498542,Mondi,DIN A4 (210 x 297 mm),weiss,250,220
11459627,5.193333,Mondi,unknown,weiss,125,300
15689717,36.574093,Schaefer Group,DIN A3 (297 x 420 mm),weiss,2500,unknown
1271454,11.046665,Steinbeis Papier,DIN A3 (297 x 420 mm),unknown,500,80
15923321,19.250256,Arjowiggins,unknown,rot,100,170
6902894,6.6900015,UPM,DIN A4 (210 x 297 mm),weiss,500,75
7763955,7.9972153,Clairefontaine,DIN A3 (297 x 420 mm),blau,500,80
13716959,8.467856,Océ,DIN A4 (210 x 297 mm),weiss,500,100
7457435,21.141748,Papier Union,unknown,blauviolett,100,120
2665178,7.6410866,Mondi,DIN A4 (210 x 297 mm),weiss,250,160
563404,9.774999,Xerox,DIN A4 (210 x 297 mm),weiss,250,170
4901350,139.08788,Epson,DIN A3 (297 x 420 mm),weiss,250,103
11846930,4.205746,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
42818,3.8095653,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
13375516,3.7919843,Xerox,DIN A4 (210 x 297 mm),weiss,500,80
3595236,8.4897995,Portucel Soporcel,DIN A4 (210 x 297 mm),weiss,2500,75
13307429,4.65375,Clairefontaine,DIN A4 (210 x 297 mm),gelb,500,80
7454398,67.123215,Papier Union,unknown,perlgrau,100,320
13714325,1.8760976,Staufen,DIN A4 (210 x 297 mm),orange,25,160
13250942,14.45,Michaelis,DIN A3 (297 x 420 mm),gruen,500,80
7284951,3.6408336,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),rot,25,160
6585416,4.853107,Staples,DIN A4 (210 x 297 mm),weiss,500,80
10145622,2.9515,Papier Union,unknown,rotorange,100,90
4320421,14.410001,Multicopy,DIN A4 (210 x 297 mm),weiss,2500,80
800984,4.48,Lyreco,DIN A4 (210 x 297 mm),unknown,500,80
14383369,14.45,Michaelis,DIN A3 (297 x 420 mm),rosa,500,80
16203960,21.72835,Papyrus,DIN A4 (210 x 297 mm),weiss,5000,80
5589270,14.228809,Clairefontaine,unknown,rot,500,80
4770699,14.492307,Clairefontaine,DIN A3 (297 x 420 mm),weiss,250,120
4137032,18.27746,Clairefontaine,DIN A4 (210 x 297 mm),kanariengelb,500,80
8684146,7.283603,Hansa Papier,DIN A4 (210 x 297 mm),rot,250,120
14927353,12.886945,Michaelis,DIN A4 (210 x 297 mm),weiss,250,200
6433039,7.0837955,Unbekannt,DIN A4 (210 x 297 mm),weiss,250,160
10460061,2.9515,Papier Union,unknown,rot,100,90
712808,21.34592,Mondi,DIN A4 (210 x 297 mm),weiss,250,250
318448,6.240396,Staples,DIN A4 (210 x 297 mm),unknown,250,80
7589338,5.965,Multicopy,DIN A4 (210 x 297 mm),weiss,500,80
7464670,41.940273,Papier Union,unknown,unknown,100,240
4561294,8.239999,Epson,DIN A4 (210 x 297 mm),weiss,500,90
1424786,64.90282,Sigel,DIN A3 (297 x 420 mm),hochweiss,50,210
3031237,15.943332,Xerox,DIN SRA3 (320 x 450 mm),weiss,100,250
15163048,7.9335523,Clairefontaine,DIN A3 (297 x 420 mm),weiss,500,60
8144173,11.627561,Igepa,DIN A4 (210 x 297 mm),orange,250,190
15030996,5.6605673,Staples,DIN A4 (210 x 297 mm),altgold,500,80
15232140,22.125418,Xerox,DIN A3 (297 x 420 mm),weiss,250,160
15707934,4.205898,Australien Paper,DIN A4 (210 x 297 mm),unknown,500,80
11780619,11.104286,Portucel Soporcel,DIN A3 (297 x 420 mm),weiss,500,90
12039846,8.951245,Inapa,DIN A3 (297 x 420 mm),unknown,500,80
225359,21.315306,HP,unknown,weiss,unknown,90
12174232,28.710928,Sigel,DIN A5 (148 x 210 mm),unknown,72,260
4253372,26.357363,Clairefontaine,DIN A3 (297 x 420 mm),gelb,250,160
10910568,48.232586,Freytag & Petersen,DIN A3 (297 x 420 mm),weiss,2000,120
3813609,32.691708,Clairefontaine,unknown,blau,1000,160
5728579,9.5599985,Clairefontaine,DIN A3 (297 x 420 mm),weiss,500,80
7981992,6.68825,Arjowiggins,unknown,rotorange,100,120
15232134,11.31375,Xerox,DIN A4 (210 x 297 mm),weiss,250,160
4150000,11.111695,Mondi,DIN A4 (210 x 297 mm),weiss,250,200
